metric_id,metric_date,channel_id,new_users,activated_users,day1_retained_users,day7_retained_users,daily_active_users
GM00002064,2026-07-26,CH04,9,6,4,4,71
GM00002065,2026-07-26,CH05,7,5,4,3,78
GM00002066,2026-07-26,CH06,5,5,3,2,52
GM00002067,2026-07-26,CH07,6,5,3,2,96
GM00002068,2026-07-26,CH08,6,6,4,2,51
GM00002069,2026-07-26,CH09,0,0,0,0,17
GM00002070,2026-07-26,CH10,1,1,0,0,10
GM00002071,2026-07-27,CH01,10,7,4,2,97
GM00002072,2026-07-27,CH02,7,5,2,0,78
GM00002073,2026-07-27,CH03,10,8,1,6,92
GM00002074,2026-07-27,CH04,7,5,1,1,67
GM00002075,2026-07-27,CH05,6,5,2,2,96
GM00002076,2026-07-27,CH06,6,5,0,1,48
GM00002077,2026-07-27,CH07,4,4,3,3,90
GM00002078,2026-07-27,CH08,2,1,1,1,59
GM00002079,2026-07-27,CH09,1,0,0,0,36
GM00002080,2026-07-27,CH10,2,2,1,0,22
GM00002081,2026-07-28,CH01,9,7,0,3,116
GM00002082,2026-07-28,CH02,4,2,0,2,76
GM00002083,2026-07-28,CH03,6,2,2,1,85
GM00002084,2026-07-28,CH04,8,5,1,2,70
GM00002085,2026-07-28,CH05,3,0,1,0,90
GM00002086,2026-07-28,CH06,7,5,2,1,47
GM00002087,2026-07-28,CH07,3,2,1,2,88
GM00002088,2026-07-28,CH08,3,2,1,0,48
GM00002089,2026-07-28,CH09,2,0,1,0,31
GM00002090,2026-07-28,CH10,0,0,0,0,17
GM00002091,2026-07-29,CH01,10,9,5,1,124
GM00002092,2026-07-29,CH02,6,4,3,4,72
GM00002093,2026-07-29,CH03,7,2,1,2,84
GM00002094,2026-07-29,CH04,5,5,1,1,71
GM00002095,2026-07-29,CH05,8,7,0,2,81
GM00002096,2026-07-29,CH06,13,8,0,2,53
GM00002097,2026-07-29,CH07,7,7,4,4,83
GM00002098,2026-07-29,CH08,3,3,1,0,52
GM00002099,2026-07-29,CH09,1,1,0,1,27
GM00002100,2026-07-29,CH10,0,0,0,0,9
GM00002101,2026-07-30,CH01,9,5,6,4,102
GM00002102,2026-07-30,CH02,5,5,2,1,83
GM00002103,2026-07-30,CH03,8,5,1,3,103
GM00002104,2026-07-30,CH04,6,4,1,0,76
GM00002105,2026-07-30,CH05,3,3,0,0,82
GM00002106,2026-07-30,CH06,5,3,1,1,60
GM00002107,2026-07-30,CH07,11,10,6,7,87
GM00002108,2026-07-30,CH08,3,2,3,1,45
GM00002109,2026-07-30,CH09,2,1,1,1,16
GM00002110,2026-07-30,CH10,0,0,0,0,16
GM00002111,2026-07-31,CH01,7,6,2,6,115
GM00002112,2026-07-31,CH02,5,3,2,2,95
GM00002113,2026-07-31,CH03,11,7,2,1,105
GM00002114,2026-07-31,CH04,5,3,2,2,74
GM00002115,2026-07-31,CH05,4,3,1,2,89
GM00002116,2026-07-31,CH06,1,1,0,0,51
GM00002117,2026-07-31,CH07,3,3,2,0,84
GM00002118,2026-07-31,CH08,4,3,2,1,54
GM00002119,2026-07-31,CH09,1,1,0,0,21
GM00002120,2026-07-31,CH10,3,2,0,0,20
GM00002121,2026-08-01,CH01,8,6,3,1,122
GM00002122,2026-08-01,CH02,2,1,0,1,91
GM00002123,2026-08-01,CH03,12,10,2,1,116
GM00002124,2026-08-01,CH04,6,1,1,3,84
GM00002125,2026-08-01,CH05,7,7,4,3,87
GM00002126,2026-08-01,CH06,2,1,1,0,62
GM00002127,2026-08-01,CH07,2,2,1,0,89
GM00002128,2026-08-01,CH08,2,0,0,0,51
GM00002129,2026-08-01,CH09,1,1,0,0,23
GM00002130,2026-08-01,CH10,0,0,0,0,16
GM00002131,2026-08-02,CH01,8,7,1,3,126
GM00002132,2026-08-02,CH02,7,6,1,2,84
GM00002133,2026-08-02,CH03,7,5,4,0,105
GM00002134,2026-08-02,CH04,4,3,1,2,73
GM00002135,2026-08-02,CH05,5,5,3,3,99
GM00002136,2026-08-02,CH06,2,0,0,1,47
GM00002137,2026-08-02,CH07,4,3,1,1,100
GM00002138,2026-08-02,CH08,6,5,3,2,53
GM00002139,2026-08-02,CH09,0,0,0,0,25
GM00002140,2026-08-02,CH10,2,1,1,0,12
GM00002141,2026-08-03,CH01,4,3,1,2,112
GM00002142,2026-08-03,CH02,7,6,3,2,84
GM00002143,2026-08-03,CH03,8,5,1,2,120
GM00002144,2026-08-03,CH04,6,6,2,1,78
GM00002145,2026-08-03,CH05,4,3,3,2,99
GM00002146,2026-08-03,CH06,8,5,3,3,49
GM00002147,2026-08-03,CH07,8,7,0,5,97
GM00002148,2026-08-03,CH08,4,3,2,2,56
GM00002149,2026-08-03,CH09,1,1,0,0,21
GM00002150,2026-08-03,CH10,0,0,0,0,13
GM00002151,2026-08-04,CH01,7,6,3,2,143
GM00002152,2026-08-04,CH02,10,8,5,4,93
GM00002153,2026-08-04,CH03,9,5,0,1,114
GM00002154,2026-08-04,CH04,5,2,3,2,88
GM00002155,2026-08-04,CH05,5,3,1,3,85
GM00002156,2026-08-04,CH06,2,1,0,2,60
GM00002157,2026-08-04,CH07,4,4,1,0,96
GM00002158,2026-08-04,CH08,2,2,2,0,61
GM00002159,2026-08-04,CH09,3,1,1,0,23
GM00002160,2026-08-04,CH10,0,0,0,0,14
GM00002161,2026-08-05,CH01,5,5,2,2,135
GM00002162,2026-08-05,CH02,4,2,2,1,83
GM00002163,2026-08-05,CH03,9,9,1,0,93
GM00002164,2026-08-05,CH04,8,4,2,2,94
GM00002165,2026-08-05,CH05,7,5,4,1,103
GM00002166,2026-08-05,CH06,2,2,0,0,46
GM00002167,2026-08-05,CH07,3,2,1,1,97
GM00002168,2026-08-05,CH08,5,4,1,1,56
GM00002169,2026-08-05,CH09,2,1,1,1,28
GM00002170,2026-08-05,CH10,0,0,0,0,12
GM00002171,2026-08-06,CH01,4,3,2,2,134
GM00002172,2026-08-06,CH02,6,4,3,2,80
GM00002173,2026-08-06,CH03,15,13,4,2,116
GM00002174,2026-08-06,CH04,4,4,1,1,91
GM00002175,2026-08-06,CH05,10,7,2,2,106
GM00002176,2026-08-06,CH06,2,1,2,1,59
GM00002177,2026-08-06,CH07,3,2,1,2,110
GM00002178,2026-08-06,CH08,5,4,0,1,51
GM00002179,2026-08-06,CH09,2,1,1,0,28
GM00002180,2026-08-06,CH10,4,1,0,2,23
GM00002181,2026-08-07,CH01,7,6,3,1,133
GM00002182,2026-08-07,CH02,2,1,2,0,73
GM00002183,2026-08-07,CH03,11,6,2,6,133
GM00002184,2026-08-07,CH04,2,2,0,0,79
GM00002185,2026-08-07,CH05,6,5,2,1,98
GM00002186,2026-08-07,CH06,2,2,1,2,52
GM00002187,2026-08-07,CH07,6,4,5,2,89
GM00002188,2026-08-07,CH08,5,4,3,2,60
GM00002189,2026-08-07,CH09,4,4,1,0,25
GM00002190,2026-08-07,CH10,2,1,0,0,12
GM00002191,2026-08-08,CH01,6,5,3,2,130
GM00002192,2026-08-08,CH02,4,3,1,2,80
GM00002193,2026-08-08,CH03,9,6,2,1,133
GM00002194,2026-08-08,CH04,7,6,4,3,103
GM00002195,2026-08-08,CH05,7,6,2,0,103
GM00002196,2026-08-08,CH06,1,1,0,0,50
GM00002197,2026-08-08,CH07,6,6,3,5,99
GM00002198,2026-08-08,CH08,4,2,0,1,61
GM00002199,2026-08-08,CH09,6,3,0,2,27
GM00002200,2026-08-08,CH10,2,1,1,1,13
GM00002201,2026-08-09,CH01,8,8,3,5,126
GM00002202,2026-08-09,CH02,3,3,1,2,101
GM00002203,2026-08-09,CH03,7,3,2,4,131
GM00002204,2026-08-09,CH04,6,4,3,1,81
GM00002205,2026-08-09,CH05,7,5,3,4,93
GM00002206,2026-08-09,CH06,7,3,2,3,65
GM00002207,2026-08-09,CH07,10,9,7,4,96
GM00002208,2026-08-09,CH08,1,1,0,1,57
GM00002209,2026-08-09,CH09,3,3,1,0,27
GM00002210,2026-08-09,CH10,0,0,0,0,26
GM00002211,2026-08-10,CH01,10,9,2,3,144
GM00002212,2026-08-10,CH02,7,4,3,2,93
GM00002213,2026-08-10,CH03,6,3,1,0,134
GM00002214,2026-08-10,CH04,5,5,1,2,79
GM00002215,2026-08-10,CH05,5,4,3,3,92
GM00002216,2026-08-10,CH06,1,0,1,1,63
GM00002217,2026-08-10,CH07,4,3,2,0,89
GM00002218,2026-08-10,CH08,4,3,2,4,55
GM00002219,2026-08-10,CH09,0,0,0,0,22
GM00002220,2026-08-10,CH10,1,1,1,0,16
GM00002221,2026-08-11,CH01,6,5,2,3,138
GM00002222,2026-08-11,CH02,5,3,0,1,75
GM00002223,2026-08-11,CH03,4,3,1,1,147
GM00002224,2026-08-11,CH04,5,5,2,0,110
GM00002225,2026-08-11,CH05,9,5,1,2,94
GM00002226,2026-08-11,CH06,3,2,0,0,58
GM00002227,2026-08-11,CH07,5,3,3,4,109
GM00002228,2026-08-11,CH08,6,5,4,1,69
GM00002229,2026-08-11,CH09,4,2,1,1,29
GM00002230,2026-08-11,CH10,0,0,0,0,22
GM00002231,2026-08-12,CH01,7,4,3,1,123
GM00002232,2026-08-12,CH02,2,1,1,1,92
GM00002233,2026-08-12,CH03,10,7,3,2,124
GM00002234,2026-08-12,CH04,9,6,3,4,93
GM00002235,2026-08-12,CH05,3,2,1,1,109
GM00002236,2026-08-12,CH06,2,1,0,0,65
GM00002237,2026-08-12,CH07,7,7,3,4,127
GM00002238,2026-08-12,CH08,3,2,0,1,51
GM00002239,2026-08-12,CH09,0,0,0,0,37
GM00002240,2026-08-12,CH10,0,0,0,0,19
GM00002241,2026-08-13,CH01,11,11,5,5,140
GM00002242,2026-08-13,CH02,5,4,2,3,87
GM00002243,2026-08-13,CH03,8,3,1,1,119
GM00002244,2026-08-13,CH04,4,4,1,0,103
GM00002245,2026-08-13,CH05,2,2,0,1,103
GM00002246,2026-08-13,CH06,6,4,1,0,58
GM00002247,2026-08-13,CH07,6,5,2,1,105
GM00002248,2026-08-13,CH08,2,2,0,0,51
GM00002249,2026-08-13,CH09,0,0,0,0,29
GM00002250,2026-08-13,CH10,2,0,0,0,19
GM00002251,2026-08-14,CH01,9,6,2,3,154
GM00002252,2026-08-14,CH02,3,2,1,0,95
GM00002253,2026-08-14,CH03,2,2,1,0,141
GM00002254,2026-08-14,CH04,5,4,1,2,96
GM00002255,2026-08-14,CH05,3,2,1,1,108
GM00002256,2026-08-14,CH06,3,2,1,0,68
GM00002257,2026-08-14,CH07,6,5,4,3,93
GM00002258,2026-08-14,CH08,3,2,1,0,66
GM00002259,2026-08-14,CH09,1,0,0,0,30
GM00002260,2026-08-14,CH10,4,3,0,0,14
GM00002261,2026-08-15,CH01,5,4,3,0,144
GM00002262,2026-08-15,CH02,8,7,2,4,107
GM00002263,2026-08-15,CH03,4,3,0,0,131
GM00002264,2026-08-15,CH04,6,4,1,2,79
GM00002265,2026-08-15,CH05,6,2,3,1,94
GM00002266,2026-08-15,CH06,3,2,1,0,56
GM00002267,2026-08-15,CH07,6,4,4,4,116
GM00002268,2026-08-15,CH08,4,4,0,2,50
GM00002269,2026-08-15,CH09,0,0,0,0,32
GM00002270,2026-08-15,CH10,0,0,0,0,14
GM00002271,2026-08-16,CH01,8,6,4,2,150
GM00002272,2026-08-16,CH02,4,3,1,1,115
GM00002273,2026-08-16,CH03,3,3,0,2,151
GM00002274,2026-08-16,CH04,4,2,2,1,110
GM00002275,2026-08-16,CH05,3,2,0,2,101
GM00002276,2026-08-16,CH06,1,1,0,0,60
GM00002277,2026-08-16,CH07,5,3,3,4,106
GM00002278,2026-08-16,CH08,3,3,1,2,69
GM00002279,2026-08-16,CH09,2,1,0,1,36
GM00002280,2026-08-16,CH10,0,0,0,0,21
GM00002281,2026-08-17,CH01,5,5,2,1,153
GM00002282,2026-08-17,CH02,4,4,0,2,96
GM00002283,2026-08-17,CH03,13,10,1,2,143
GM00002284,2026-08-17,CH04,6,6,2,3,91
GM00002285,2026-08-17,CH05,10,8,6,1,116
GM00002286,2026-08-17,CH06,3,1,0,1,60
GM00002287,2026-08-17,CH07,7,7,2,2,117
GM00002288,2026-08-17,CH08,5,5,2,2,66
GM00002289,2026-08-17,CH09,6,5,1,1,31
GM00002290,2026-08-17,CH10,2,2,0,0,28
GM00002291,2026-08-18,CH01,3,3,0,1,156
GM00002292,2026-08-18,CH02,6,5,2,1,103
GM00002293,2026-08-18,CH03,13,6,3,2,150
GM00002294,2026-08-18,CH04,4,1,1,1,102
GM00002295,2026-08-18,CH05,4,2,4,1,107
GM00002296,2026-08-18,CH06,4,4,1,0,61
GM00002297,2026-08-18,CH07,11,11,3,6,112
GM00002298,2026-08-18,CH08,6,4,0,5,70
GM00002299,2026-08-18,CH09,4,2,3,1,37
GM00002300,2026-08-18,CH10,3,3,1,2,20
GM00002301,2026-08-19,CH01,5,4,1,1,166
GM00002302,2026-08-19,CH02,11,9,1,6,97
GM00002303,2026-08-19,CH03,8,8,2,1,160
GM00002304,2026-08-19,CH04,1,1,0,0,110
GM00002305,2026-08-19,CH05,7,5,2,3,100
GM00002306,2026-08-19,CH06,5,3,0,0,55
GM00002307,2026-08-19,CH07,4,4,1,2,117
GM00002308,2026-08-19,CH08,0,0,0,0,64
GM00002309,2026-08-19,CH09,3,2,0,1,32
GM00002310,2026-08-19,CH10,2,2,0,0,21
GM00002311,2026-08-20,CH01,14,13,3,5,169
GM00002312,2026-08-20,CH02,5,3,0,1,107
GM00002313,2026-08-20,CH03,12,10,5,3,163
GM00002314,2026-08-20,CH04,8,7,1,2,98
GM00002315,2026-08-20,CH05,6,5,3,3,110
GM00002316,2026-08-20,CH06,4,3,1,0,76
GM00002317,2026-08-20,CH07,6,6,4,1,149
GM00002318,2026-08-20,CH08,2,2,0,0,69
GM00002319,2026-08-20,CH09,6,2,0,3,36
GM00002320,2026-08-20,CH10,2,1,0,0,17
GM00002321,2026-08-21,CH01,2,1,1,0,162
GM00002322,2026-08-21,CH02,6,4,1,0,99
GM00002323,2026-08-21,CH03,7,6,3,1,155
GM00002324,2026-08-21,CH04,9,6,4,2,101
GM00002325,2026-08-21,CH05,5,3,2,3,122
GM00002326,2026-08-21,CH06,4,1,0,1,78
GM00002327,2026-08-21,CH07,5,3,3,1,145
GM00002328,2026-08-21,CH08,2,2,1,0,72
GM00002329,2026-08-21,CH09,2,2,1,1,35
GM00002330,2026-08-21,CH10,4,2,2,0,27
GM00002331,2026-08-22,CH01,8,8,2,0,156
GM00002332,2026-08-22,CH02,6,3,3,0,113
GM00002333,2026-08-22,CH03,6,5,3,0,140
GM00002334,2026-08-22,CH04,4,1,0,0,111
GM00002335,2026-08-22,CH05,9,5,3,0,114
GM00002336,2026-08-22,CH06,1,1,0,0,76
GM00002337,2026-08-22,CH07,0,0,0,0,138
GM00002338,2026-08-22,CH08,1,0,0,0,65
GM00002339,2026-08-22,CH09,1,1,0,0,44
GM00002340,2026-08-22,CH10,1,1,1,0,33
GM00002341,2026-08-23,CH01,8,7,2,0,182
GM00002342,2026-08-23,CH02,4,3,1,0,116
GM00002343,2026-08-23,CH03,5,5,0,0,162
GM00002344,2026-08-23,CH04,8,6,4,0,123
GM00002345,2026-08-23,CH05,6,4,1,0,129
GM00002346,2026-08-23,CH06,3,3,1,0,73
GM00002347,2026-08-23,CH07,4,3,1,0,119
GM00002348,2026-08-23,CH08,1,0,1,0,78
GM00002349,2026-08-23,CH09,3,2,2,0,37
GM00002350,2026-08-23,CH10,0,0,0,0,27
GM00002351,2026-08-24,CH01,2,2,0,0,175
GM00002352,2026-08-24,CH02,1,1,0,0,121
GM00002353,2026-08-24,CH03,14,10,5,0,166
GM00002354,2026-08-24,CH04,10,7,5,0,140
GM00002355,2026-08-24,CH05,3,1,0,0,134
GM00002356,2026-08-24,CH06,2,2,0,0,71
GM00002357,2026-08-24,CH07,9,8,4,0,142
GM00002358,2026-08-24,CH08,4,4,0,0,81
GM00002359,2026-08-24,CH09,1,0,1,0,39
GM00002360,2026-08-24,CH10,6,3,1,0,26
GM00002361,2026-08-25,CH01,8,7,3,0,170
GM00002362,2026-08-25,CH02,9,6,5,0,110
GM00002363,2026-08-25,CH03,6,6,3,0,166
GM00002364,2026-08-25,CH04,5,2,1,0,127
GM00002365,2026-08-25,CH05,8,4,3,0,134
GM00002366,2026-08-25,CH06,3,1,0,0,79
GM00002367,2026-08-25,CH07,7,7,3,0,140
GM00002368,2026-08-25,CH08,8,6,3,0,75
GM00002369,2026-08-25,CH09,2,1,0,0,37
GM00002370,2026-08-25,CH10,4,3,0,0,26
GM00002371,2026-08-26,CH01,5,4,2,0,176
GM00002372,2026-08-26,CH02,6,6,2,0,132
GM00002373,2026-08-26,CH03,7,6,1,0,183
GM00002374,2026-08-26,CH04,10,8,2,0,125
GM00002375,2026-08-26,CH05,7,7,1,0,145
GM00002376,2026-08-26,CH06,2,1,1,0,86
GM00002377,2026-08-26,CH07,9,8,4,0,154
GM00002378,2026-08-26,CH08,3,3,0,0,80
GM00002379,2026-08-26,CH09,1,0,0,0,46
GM00002380,2026-08-26,CH10,1,0,0,0,40
GM00002381,2026-08-27,CH01,6,3,4,0,179
GM00002382,2026-08-27,CH02,4,2,2,0,123
GM00002383,2026-08-27,CH03,11,8,0,0,201
GM00002384,2026-08-27,CH04,6,6,2,0,119
GM00002385,2026-08-27,CH05,9,6,2,0,164
GM00002386,2026-08-27,CH06,6,2,1,0,96
GM00002387,2026-08-27,CH07,4,3,3,0,170
GM00002388,2026-08-27,CH08,1,1,0,0,97
GM00002389,2026-08-27,CH09,4,1,0,0,39
GM00002390,2026-08-27,CH10,1,0,0,0,26
GM00002391,2026-08-28,CH01,5,2,0,0,196
GM00002392,2026-08-28,CH02,9,7,0,0,135
GM00002393,2026-08-28,CH03,9,3,0,0,188
GM00002394,2026-08-28,CH04,6,6,0,0,134
GM00002395,2026-08-28,CH05,4,3,0,0,152
GM00002396,2026-08-28,CH06,3,2,0,0,85
GM00002397,2026-08-28,CH07,3,3,0,0,160
GM00002398,2026-08-28,CH08,3,3,0,0,84
GM00002399,2026-08-28,CH09,2,2,0,0,53
GM00002400,2026-08-28,CH10,2,1,0,0,27
