content_metric_id,metric_date,content_id,impressions,play_count,watch_seconds,interaction_count,play_rate,completion_rate
CM00000393,2026-05-21,V00001830,11,4,78,0,0.3636,0.5909
CM00000394,2026-08-05,V00004368,8,2,115,0,0.25,0.7278
CM00000395,2026-08-28,V00006479,13,3,226,0,0.2308,0.6787
CM00000396,2026-02-19,V00001629,7,2,81,0,0.2857,0.54
CM00000397,2026-01-06,V00013868,6,4,120,0,0.6667,0.3371
CM00000398,2026-01-29,V00004580,5,1,137,0,0.2,0.8509
CM00000399,2026-06-23,V00014705,10,3,109,0,0.3,0.3597
CM00000400,2026-08-25,V00010902,10,2,131,0,0.2,0.3701
CM00000401,2026-01-03,V00003425,7,0,0,0,0.0,0.0
CM00000402,2026-02-26,V00008055,13,5,173,1,0.3846,0.6784
CM00000403,2026-07-05,V00014862,7,0,0,0,0.0,0.0
CM00000404,2026-04-28,V00000366,6,3,138,0,0.5,0.5974
CM00000405,2026-04-26,V00010621,8,1,34,0,0.125,0.5397
CM00000406,2026-05-26,V00004016,10,2,206,0,0.2,0.7687
CM00000407,2026-07-19,V00002010,10,8,1132,1,0.8,0.8275
CM00000408,2026-07-24,V00000854,10,1,56,0,0.1,0.381
CM00000409,2026-01-31,V00005330,4,2,114,0,0.5,0.4672
CM00000410,2026-02-19,V00013263,14,6,436,1,0.4286,0.5633
CM00000411,2026-04-21,V00013826,8,2,210,1,0.25,0.8203
CM00000412,2026-01-31,V00003762,18,9,861,0,0.5,0.7842
CM00000413,2026-07-09,V00003764,9,3,278,1,0.3333,0.6814
CM00000414,2026-07-11,V00010318,13,6,99,0,0.4615,0.6875
CM00000415,2026-02-24,V00003602,12,6,551,2,0.5,0.6247
CM00000416,2026-03-08,V00009556,13,3,184,0,0.2308,0.381
CM00000417,2026-06-17,V00003245,7,1,58,0,0.1429,0.3558
CM00000418,2026-06-29,V00013333,14,3,240,0,0.2143,0.5714
CM00000419,2026-01-10,V00005226,4,1,53,0,0.25,0.3706
CM00000420,2026-01-29,V00009225,10,1,46,0,0.1,0.46
CM00000421,2026-07-13,V00012552,9,2,82,0,0.2222,0.3694
CM00000422,2026-08-13,V00013303,13,4,102,1,0.3077,0.3493
CM00000423,2026-01-16,V00004076,11,1,11,0,0.0909,0.2683
CM00000424,2026-08-19,V00007251,10,5,157,0,0.5,0.2574
CM00000425,2026-04-03,V00000942,9,3,47,1,0.3333,0.3333
CM00000426,2026-03-23,V00002585,8,5,496,0,0.625,0.7936
CM00000427,2026-04-30,V00011547,6,0,0,0,0.0,0.0
CM00000428,2026-08-01,V00013096,8,1,66,1,0.125,0.4889
CM00000429,2026-03-02,V00005109,9,2,224,1,0.2222,0.6222
CM00000430,2026-06-14,V00013971,16,3,103,1,0.1875,0.4402
CM00000431,2026-08-19,V00010180,7,1,34,0,0.1429,0.6939
CM00000432,2026-02-13,V00011401,10,2,42,0,0.2,0.913
CM00000433,2026-08-06,V00014969,8,4,219,1,0.5,0.928
CM00000434,2026-06-12,V00013988,14,3,64,1,0.2143,0.4638
CM00000435,2026-08-28,V00007435,9,1,127,0,0.1111,0.8759
CM00000436,2026-01-06,V00002969,17,2,108,0,0.1176,0.9
CM00000437,2026-03-21,V00013393,9,2,267,0,0.2222,0.8292
CM00000438,2026-05-14,V00005321,16,4,84,0,0.25,0.3621
CM00000439,2026-04-21,V00008175,14,6,173,0,0.4286,0.6268
CM00000440,2026-07-27,V00012357,11,3,36,0,0.2727,0.2308
CM00000441,2026-08-16,V00001840,7,4,283,0,0.5714,0.7447
CM00000442,2026-06-08,V00014544,11,2,80,0,0.1818,0.404
CM00000443,2026-03-26,V00008066,6,3,135,1,0.5,0.75
CM00000444,2026-02-24,V00010663,8,1,103,0,0.125,0.6023
CM00000445,2026-07-02,V00005176,12,2,127,1,0.1667,0.7651
CM00000446,2026-04-04,V00008588,10,4,412,0,0.4,0.981
CM00000447,2026-08-13,V00007389,15,8,542,2,0.5333,0.5646
CM00000448,2026-02-06,V00013743,12,4,216,0,0.3333,0.6429
CM00000449,2026-02-20,V00012409,11,5,511,0,0.4545,0.5678
CM00000450,2026-06-22,V00001616,14,3,196,0,0.2143,0.5833
CM00000451,2026-01-21,V00013706,8,2,153,1,0.25,0.45
CM00000452,2026-08-22,V00010342,10,2,156,1,0.2,0.4483
CM00000453,2026-05-16,V00013198,8,1,75,0,0.125,0.7009
CM00000454,2026-02-12,V00008311,8,2,95,0,0.25,0.2654
CM00000455,2026-02-22,V00013415,5,0,0,0,0.0,0.0
CM00000456,2026-07-15,V00003127,9,3,14,1,0.3333,0.2593
CM00000457,2026-08-13,V00008969,12,5,95,1,0.4167,0.5588
CM00000458,2026-07-06,V00010382,8,3,212,0,0.375,0.6604
CM00000459,2026-05-20,V00009547,8,3,302,0,0.375,0.9869
CM00000460,2026-01-25,V00003976,5,3,31,0,0.6,0.9394
CM00000461,2026-07-01,V00006102,7,1,6,0,0.1429,0.1622
CM00000462,2026-01-24,V00005611,11,4,305,2,0.3636,0.5486
CM00000463,2026-05-16,V00012236,5,3,302,0,0.6,0.883
CM00000464,2026-07-20,V00010309,6,1,17,0,0.1667,0.2394
CM00000465,2026-07-12,V00011558,10,4,79,1,0.4,0.6172
CM00000466,2026-02-18,V00010810,1,1,11,0,1.0,0.1111
CM00000467,2026-07-19,V00005472,15,5,523,0,0.3333,0.591
CM00000468,2026-05-19,V00001358,10,2,116,0,0.2,0.3742
CM00000469,2026-07-12,V00006525,7,1,47,0,0.1429,0.4563
CM00000470,2026-06-22,V00002660,1,1,75,0,1.0,0.6696
CM00000471,2026-01-30,V00013285,7,2,11,0,0.2857,0.4231
CM00000472,2026-07-31,V00004464,10,6,339,2,0.6,0.7847
CM00000473,2026-03-15,V00009342,5,1,66,1,0.2,0.7586
CM00000474,2026-05-26,V00010746,7,4,470,1,0.5714,0.6564
CM00000475,2026-04-16,V00012268,8,3,23,0,0.375,0.8519
CM00000476,2026-08-03,V00007574,5,3,476,1,0.6,0.9015
CM00000477,2026-08-25,V00014400,3,0,0,0,0.0,0.0
CM00000478,2026-08-16,V00010758,10,6,367,0,0.6,0.5228
CM00000479,2026-01-18,V00003535,9,4,155,0,0.4444,0.31
CM00000480,2026-07-19,V00005292,7,3,38,0,0.4286,0.3725
CM00000481,2026-05-29,V00000625,10,6,241,0,0.6,0.4898
CM00000482,2026-05-19,V00008509,14,3,371,0,0.2143,0.916
CM00000483,2026-08-24,V00004920,9,2,16,0,0.2222,0.0506
CM00000484,2026-07-04,V00003442,11,7,537,3,0.6364,0.9711
CM00000485,2026-01-17,V00006244,4,0,0,0,0.0,0.0
CM00000486,2026-05-15,V00008130,7,0,0,0,0.0,0.0
CM00000487,2026-02-04,V00002261,10,5,174,0,0.5,0.8286
CM00000488,2026-07-05,V00014792,10,1,4,0,0.1,0.4
CM00000489,2026-08-23,V00013546,7,3,359,0,0.4286,0.6998
CM00000490,2026-02-25,V00010879,19,9,815,0,0.4737,0.5455
CM00000491,2026-05-11,V00002839,11,4,74,1,0.3636,0.8409
CM00000492,2026-08-21,V00002342,7,3,122,1,0.4286,0.3987
CM00000493,2026-05-06,V00002234,11,4,456,1,0.3636,0.958
CM00000494,2026-04-15,V00003778,8,3,208,0,0.375,0.6603
CM00000495,2026-03-10,V00006529,4,0,0,0,0.0,0.0
CM00000496,2026-05-19,V00008751,5,0,0,0,0.0,0.0
CM00000497,2026-03-02,V00004119,12,3,199,0,0.25,0.6199
CM00000498,2026-05-26,V00006729,8,3,120,1,0.375,0.4762
CM00000499,2026-08-20,V00008302,17,7,39,1,0.4118,0.6964
CM00000500,2026-07-22,V00011340,14,5,39,1,0.3571,0.7091
CM00000501,2026-04-11,V00010441,3,0,0,0,0.0,0.0
CM00000502,2026-05-22,V00003266,8,2,28,0,0.25,0.4375
CM00000503,2026-07-16,V00001972,9,3,60,0,0.3333,0.7143
CM00000504,2026-01-27,V00011490,10,4,142,2,0.4,0.5917
CM00000505,2026-03-08,V00000393,12,5,349,1,0.4167,0.5584
CM00000506,2026-07-18,V00001321,11,3,26,0,0.2727,0.2626
CM00000507,2026-03-05,V00009719,10,2,19,0,0.2,0.6786
CM00000508,2026-02-17,V00013164,11,4,300,0,0.3636,0.4237
CM00000509,2026-04-27,V00011651,9,3,87,3,0.3333,0.4915
CM00000510,2026-07-12,V00013403,17,6,262,2,0.3529,0.8562
CM00000511,2026-08-04,V00007111,9,2,33,2,0.2222,0.825
CM00000512,2026-03-17,V00001023,6,3,151,0,0.5,0.5136
CM00000513,2026-04-16,V00010917,16,5,290,1,0.3125,0.7632
CM00000514,2026-03-09,V00004034,5,2,23,0,0.4,0.2674
CM00000515,2026-06-01,V00014805,15,5,144,0,0.3333,0.48
CM00000516,2026-02-11,V00004341,7,0,0,0,0.0,0.0
CM00000517,2026-02-01,V00001408,5,0,0,0,0.0,0.0
CM00000518,2026-08-10,V00001110,11,5,319,0,0.4545,0.6255
CM00000519,2026-07-07,V00008692,11,4,400,1,0.3636,0.7634
CM00000520,2026-03-16,V00012747,11,4,147,0,0.3636,0.6447
CM00000521,2026-01-09,V00007158,6,0,0,0,0.0,0.0
CM00000522,2026-06-01,V00005148,7,0,0,0,0.0,0.0
CM00000523,2026-06-27,V00008463,2,1,36,0,0.5,0.5294
CM00000524,2026-06-05,V00005925,8,4,45,0,0.5,0.7031
CM00000525,2026-05-13,V00002480,8,2,68,0,0.25,0.5574
CM00000526,2026-01-24,V00011071,16,3,231,0,0.1875,0.6581
CM00000527,2026-02-21,V00010128,9,3,24,0,0.3333,0.4
CM00000528,2026-07-17,V00004721,2,2,154,0,1.0,0.7264
CM00000529,2026-04-10,V00002302,7,3,172,0,0.4286,0.4155
CM00000530,2026-02-17,V00010944,6,0,0,0,0.0,0.0
CM00000531,2026-02-01,V00002017,6,2,121,0,0.3333,0.3829
CM00000532,2026-08-01,V00002214,9,2,26,0,0.2222,0.3095
CM00000533,2026-03-12,V00013021,10,2,236,1,0.2,0.8872
CM00000534,2026-01-10,V00004450,10,3,93,1,0.3,0.8158
CM00000535,2026-07-21,V00011088,6,0,0,0,0.0,0.0
CM00000536,2026-07-13,V00005807,10,3,49,0,0.3,0.6282
CM00000537,2026-01-19,V00001311,12,1,26,0,0.0833,0.5778
CM00000538,2026-03-12,V00012980,7,4,295,0,0.5714,0.793
CM00000539,2026-05-22,V00000686,12,5,171,0,0.4167,0.2714
CM00000540,2026-08-25,V00011970,9,3,161,0,0.3333,0.6098
CM00000541,2026-05-01,V00014922,12,0,0,0,0.0,0.0
CM00000542,2026-06-13,V00003782,8,2,222,0,0.25,0.6307
CM00000543,2026-07-23,V00007308,7,4,537,2,0.5714,0.8497
CM00000544,2026-03-20,V00001354,12,6,471,3,0.5,0.9345
CM00000545,2026-08-19,V00005744,6,2,161,0,0.3333,0.7188
CM00000546,2026-07-25,V00009699,9,4,221,0,0.4444,0.3759
CM00000547,2026-05-31,V00002901,10,4,347,1,0.4,0.8262
CM00000548,2026-08-24,V00011615,9,1,56,0,0.1111,0.7671
CM00000549,2026-04-08,V00006467,20,6,641,0,0.3,0.6762
CM00000550,2026-06-23,V00005669,5,0,0,0,0.0,0.0
CM00000551,2026-06-08,V00013834,11,1,57,0,0.0909,0.3931
CM00000552,2026-03-24,V00000035,9,4,62,0,0.4444,0.369
CM00000553,2026-08-09,V00014751,10,7,502,0,0.7,0.8537
CM00000554,2026-05-24,V00000571,8,0,0,0,0.0,0.0
CM00000555,2026-06-14,V00002584,3,2,229,0,0.6667,0.7068
CM00000556,2026-04-16,V00013377,7,3,449,0,0.4286,0.9533
CM00000557,2026-07-14,V00009683,9,0,0,0,0.0,0.0
CM00000558,2026-05-25,V00010890,8,4,440,0,0.5,0.6748
CM00000559,2026-08-20,V00006913,4,3,274,1,0.75,0.9226
CM00000560,2026-02-16,V00000349,10,6,593,2,0.6,0.8035
CM00000561,2026-08-02,V00009583,9,2,67,0,0.2222,0.3764
CM00000562,2026-06-19,V00005468,12,2,73,0,0.1667,0.529
CM00000563,2026-02-15,V00002671,15,6,340,1,0.4,0.4077
CM00000564,2026-08-15,V00008734,11,3,78,0,0.2727,0.3939
CM00000565,2026-05-02,V00001459,6,1,18,0,0.1667,0.4615
CM00000566,2026-07-11,V00014257,10,2,142,1,0.2,0.4057
CM00000567,2026-05-09,V00008383,10,3,90,0,0.3,0.4478
CM00000568,2026-08-24,V00010369,9,1,6,0,0.1111,0.6
CM00000569,2026-07-14,V00003078,9,2,104,0,0.2222,0.3377
CM00000570,2026-06-17,V00001736,8,1,69,0,0.125,0.6
CM00000571,2026-06-14,V00011173,5,2,204,0,0.4,0.816
CM00000572,2026-06-05,V00014336,7,0,0,0,0.0,0.0
CM00000573,2026-02-26,V00006067,7,0,0,0,0.0,0.0
CM00000574,2026-07-25,V00009207,9,4,172,1,0.4444,0.6935
CM00000575,2026-03-21,V00008497,7,2,160,0,0.2857,0.8602
CM00000576,2026-06-06,V00010617,9,2,70,0,0.2222,0.3535
CM00000577,2026-04-21,V00005831,13,5,265,2,0.3846,0.3136
CM00000578,2026-01-22,V00011802,8,4,27,1,0.5,0.6136
CM00000579,2026-03-10,V00003364,8,2,61,1,0.25,0.5446
CM00000580,2026-04-16,V00012089,12,7,73,1,0.5833,0.8022
CM00000581,2026-08-28,V00003956,14,8,923,1,0.5714,0.8807
CM00000582,2026-02-15,V00000270,9,3,364,1,0.3333,0.8545
CM00000583,2026-06-11,V00013512,15,4,185,1,0.2667,0.3504
CM00000584,2026-08-24,V00008775,12,7,22,2,0.5833,0.3929
CM00000585,2026-05-06,V00002044,12,3,125,0,0.25,0.3531
CM00000586,2026-06-19,V00000081,3,0,0,0,0.0,0.0
CM00000587,2026-07-19,V00012239,12,0,0,0,0.0,0.0
CM00000588,2026-04-01,V00004815,10,6,201,3,0.6,0.7283
CM00000589,2026-08-23,V00001148,13,5,67,0,0.3846,0.536
CM00000590,2026-02-11,V00012626,14,6,107,0,0.4286,0.6149
CM00000591,2026-01-27,V00003505,9,3,12,0,0.3333,0.4
CM00000592,2026-04-08,V00004038,12,4,145,0,0.3333,0.6971
CM00000593,2026-08-09,V00012876,11,3,131,0,0.2727,0.7529
CM00000594,2026-02-17,V00003536,14,1,37,0,0.0714,0.881
CM00000595,2026-02-25,V00002202,9,1,4,0,0.1111,0.027
CM00000596,2026-04-23,V00012370,13,4,552,0,0.3077,1.0
CM00000597,2026-07-28,V00012094,8,1,55,0,0.125,0.6875
CM00000598,2026-01-07,V00005885,12,5,286,1,0.4167,0.6729
CM00000599,2026-05-31,V00013201,9,6,692,0,0.6667,0.9377
CM00000600,2026-08-20,V00008550,9,2,52,1,0.2222,0.52
CM00000601,2026-03-15,V00013206,8,2,165,0,0.25,0.8871
CM00000602,2026-03-11,V00006152,13,5,172,1,0.3846,0.6035
CM00000603,2026-02-09,V00001294,12,0,0,0,0.0,0.0
CM00000604,2026-07-06,V00007080,10,5,506,2,0.5,0.9731
CM00000605,2026-04-14,V00012114,12,1,20,0,0.0833,0.1754
CM00000606,2026-08-18,V00007556,12,3,96,1,0.25,0.6275
CM00000607,2026-06-02,V00006056,11,4,123,1,0.3636,0.5212
CM00000608,2026-03-25,V00005163,12,3,235,0,0.25,0.6528
CM00000609,2026-08-25,V00002945,21,12,1625,2,0.5714,0.8851
CM00000610,2026-04-18,V00014192,10,4,274,0,0.4,0.5805
CM00000611,2026-08-21,V00010207,10,2,17,1,0.2,0.5
CM00000612,2026-02-28,V00000149,6,2,156,1,0.3333,0.527
CM00000613,2026-07-08,V00007608,8,0,0,0,0.0,0.0
CM00000614,2026-07-05,V00002426,10,4,396,0,0.4,0.8462
CM00000615,2026-08-10,V00011596,8,4,68,1,0.5,0.3333
CM00000616,2026-08-02,V00013349,12,4,28,1,0.3333,0.875
CM00000617,2026-08-24,V00011136,13,5,35,3,0.3846,0.5833
CM00000618,2026-07-04,V00001480,7,3,179,0,0.4286,0.528
CM00000619,2026-07-19,V00010018,6,3,75,0,0.5,0.7143
CM00000620,2026-02-14,V00007175,9,3,161,0,0.3333,0.7778
CM00000621,2026-01-20,V00000134,12,1,22,0,0.0833,0.5
CM00000622,2026-07-02,V00004966,14,3,360,0,0.2143,0.8451
CM00000623,2026-01-25,V00008540,7,3,150,2,0.4286,0.9091
CM00000624,2026-02-23,V00003379,8,1,88,0,0.125,0.6331
CM00000625,2026-04-08,V00010745,4,1,7,0,0.25,0.2333
CM00000626,2026-01-31,V00013975,10,4,231,1,0.4,0.5833
CM00000627,2026-04-26,V00000760,12,7,896,0,0.5833,0.8101
CM00000628,2026-06-30,V00003416,7,3,202,0,0.4286,0.443
CM00000629,2026-07-19,V00013933,10,2,39,1,0.2,0.8478
CM00000630,2026-03-01,V00003226,14,4,27,1,0.2857,0.5625
CM00000631,2026-07-31,V00000623,11,9,694,0,0.8182,0.5932
CM00000632,2026-01-04,V00006237,14,5,546,0,0.3571,0.624
CM00000633,2026-04-09,V00008086,8,4,153,0,0.5,0.2516
CM00000634,2026-02-05,V00002026,9,4,271,0,0.4444,0.6843
CM00000635,2026-02-24,V00000262,10,4,58,1,0.4,0.725
CM00000636,2026-06-11,V00004678,6,0,0,0,0.0,0.0
CM00000637,2026-08-18,V00002403,15,2,43,0,0.1333,0.4574
CM00000638,2026-08-22,V00010867,9,3,67,0,0.3333,0.4136
CM00000639,2026-01-02,V00013152,7,0,0,0,0.0,0.0
CM00000640,2026-02-01,V00007139,9,0,0,0,0.0,0.0
CM00000641,2026-05-17,V00005534,4,1,121,0,0.25,0.7562
CM00000642,2026-05-14,V00014692,11,3,31,0,0.2727,0.3974
CM00000643,2026-01-10,V00002974,9,3,399,1,0.3333,0.7778
CM00000644,2026-06-18,V00002679,10,4,297,0,0.4,0.5846
CM00000645,2026-02-21,V00012280,14,5,241,0,0.3571,0.5021
CM00000646,2026-06-12,V00008316,4,3,59,1,0.75,0.9365
CM00000647,2026-06-20,V00004524,7,3,178,0,0.4286,0.7149
CM00000648,2026-06-14,V00002924,17,3,18,0,0.1765,0.6
CM00000649,2026-07-23,V00003113,13,2,122,0,0.1538,0.3675
CM00000650,2026-07-26,V00009871,10,7,450,1,0.7,0.6988
CM00000651,2026-07-24,V00006406,14,6,101,2,0.4286,0.455
CM00000652,2026-05-15,V00001404,13,3,32,1,0.2308,0.8205
CM00000653,2026-08-11,V00007176,10,5,422,1,0.5,0.7404
CM00000654,2026-06-13,V00010121,9,2,153,0,0.2222,0.75
CM00000655,2026-07-15,V00014239,12,4,494,1,0.3333,0.6899
CM00000656,2026-07-23,V00010329,18,9,40,2,0.5,0.5556
CM00000657,2026-04-19,V00000989,14,4,333,0,0.2857,0.75
CM00000658,2026-01-27,V00013721,10,2,114,0,0.2,0.4161
CM00000659,2026-08-27,V00011175,8,0,0,0,0.0,0.0
CM00000660,2026-08-05,V00003002,8,2,65,1,0.25,0.3916
CM00000661,2026-03-04,V00006775,8,2,9,1,0.25,0.45
CM00000662,2026-06-20,V00012171,8,3,18,0,0.375,0.5455
CM00000663,2026-07-03,V00004408,10,5,102,0,0.5,0.7034
CM00000664,2026-01-12,V00003570,11,0,0,0,0.0,0.0
CM00000665,2026-03-26,V00010169,15,2,40,1,0.1333,0.4878
CM00000666,2026-04-26,V00007771,4,1,66,0,0.25,0.9851
CM00000667,2026-08-27,V00001676,8,3,160,0,0.375,0.4267
CM00000668,2026-06-21,V00001543,10,7,585,0,0.7,0.5927
CM00000669,2026-08-17,V00004423,8,3,196,1,0.375,0.6735
CM00000670,2026-04-02,V00005650,8,5,366,1,0.625,0.7546
CM00000671,2026-08-08,V00010458,10,2,74,0,0.2,0.2846
CM00000672,2026-06-03,V00007498,5,2,33,0,0.4,0.4342
CM00000673,2026-08-02,V00010279,7,3,224,3,0.4286,0.8889
CM00000674,2026-06-02,V00001879,10,7,73,0,0.7,0.7449
CM00000675,2026-03-16,V00001606,10,1,30,0,0.1,0.6383
CM00000676,2026-04-10,V00000577,14,6,358,2,0.4286,0.765
CM00000677,2026-04-11,V00002883,17,6,555,2,0.3529,0.8645
CM00000678,2026-04-20,V00014069,10,2,142,0,0.2,0.5035
CM00000679,2026-07-27,V00011055,9,1,96,0,0.1111,0.568
CM00000680,2026-03-28,V00001724,10,2,56,1,0.2,0.1879
CM00000681,2026-06-25,V00011683,10,7,324,1,0.7,0.609
CM00000682,2026-08-18,V00007891,8,2,19,0,0.25,0.7917
CM00000683,2026-04-09,V00010443,10,4,64,2,0.4,0.6154
CM00000684,2026-05-23,V00007316,17,6,578,1,0.3529,0.6059
CM00000685,2026-05-09,V00004232,8,4,154,0,0.5,0.4873
CM00000686,2026-07-27,V00000842,5,4,364,1,0.8,0.8505
CM00000687,2026-06-10,V00009145,6,2,161,1,0.3333,0.4879
CM00000688,2026-04-25,V00002330,10,6,658,0,0.6,0.6812
CM00000689,2026-07-03,V00005974,8,1,25,1,0.125,0.2033
CM00000690,2026-04-21,V00001033,7,2,92,0,0.2857,0.8679
CM00000691,2026-04-25,V00011673,14,2,103,1,0.1429,0.6438
CM00000692,2026-05-06,V00002548,11,4,263,0,0.3636,0.6778
CM00000693,2026-08-10,V00011102,10,3,90,1,0.3,0.5556
CM00000694,2026-05-09,V00002821,11,4,147,0,0.3636,0.75
CM00000695,2026-03-04,V00008474,8,3,193,0,0.375,0.3923
CM00000696,2026-03-13,V00002515,9,2,82,0,0.2222,0.5395
CM00000697,2026-05-19,V00004892,12,3,368,0,0.25,0.705
CM00000698,2026-03-19,V00000351,16,5,265,1,0.3125,0.53
CM00000699,2026-05-31,V00008559,11,2,76,0,0.1818,0.5067
CM00000700,2026-07-18,V00001079,8,5,27,0,0.625,0.6
CM00000701,2026-01-12,V00005112,9,1,48,0,0.1111,0.7273
CM00000702,2026-07-27,V00002549,8,1,35,0,0.125,0.7778
CM00000703,2026-04-22,V00012138,8,1,18,0,0.125,0.3214
CM00000704,2026-06-17,V00012033,10,2,69,0,0.2,0.5227
CM00000705,2026-04-06,V00003566,15,4,348,0,0.2667,0.6641
CM00000706,2026-02-27,V00002502,12,9,547,3,0.75,0.7693
CM00000707,2026-08-07,V00014169,16,3,134,0,0.1875,0.4752
CM00000708,2026-05-30,V00009201,10,4,238,2,0.4,0.34
CM00000709,2026-04-24,V00008273,13,7,441,2,0.5385,0.7975
CM00000710,2026-08-19,V00009640,11,1,74,0,0.0909,0.881
CM00000711,2026-05-27,V00010160,6,2,40,0,0.3333,0.1408
CM00000712,2026-04-10,V00009236,7,1,60,0,0.1429,0.339
CM00000713,2026-02-06,V00007825,5,2,7,0,0.4,0.3182
CM00000714,2026-06-21,V00014510,7,1,90,0,0.1429,0.7377
CM00000715,2026-04-10,V00000778,7,3,149,0,0.4286,0.5068
CM00000716,2026-03-06,V00014863,15,6,58,4,0.4,0.2929
CM00000717,2026-08-12,V00005722,3,1,88,1,0.3333,0.6154
CM00000718,2026-01-05,V00010905,6,2,18,0,0.3333,0.4286
CM00000719,2026-05-28,V00010603,9,2,47,1,0.2222,0.3852
CM00000720,2026-05-17,V00006381,10,7,619,0,0.7,0.7074
CM00000721,2026-05-10,V00007422,9,2,171,0,0.2222,0.6895
CM00000722,2026-08-02,V00012524,16,4,151,2,0.25,0.4103
CM00000723,2026-06-19,V00004997,13,6,276,1,0.4615,0.3833
CM00000724,2026-05-06,V00011426,5,1,114,1,0.2,1.0
CM00000725,2026-07-18,V00004318,6,5,133,0,0.8333,0.8313
CM00000726,2026-06-14,V00009113,8,4,300,2,0.5,0.8523
CM00000727,2026-05-25,V00006929,9,6,281,1,0.6667,0.2945
CM00000728,2026-02-08,V00003135,10,3,80,1,0.3,0.5556
CM00000729,2026-02-04,V00006249,6,1,55,0,0.1667,0.5046
CM00000730,2026-05-19,V00009801,9,2,33,0,0.2222,0.22
CM00000731,2026-04-01,V00006200,13,5,271,0,0.3846,0.3899
CM00000732,2026-08-28,V00007323,10,5,651,0,0.5,0.7843
CM00000733,2026-06-17,V00005829,10,2,121,0,0.2,0.4654
CM00000734,2026-07-24,V00008867,14,5,450,1,0.3571,0.8036
CM00000735,2026-03-25,V00004108,7,3,38,0,0.4286,0.3838
CM00000736,2026-03-20,V00001652,15,4,359,1,0.2667,0.5129
CM00000737,2026-04-06,V00012161,11,4,40,0,0.3636,0.4167
CM00000738,2026-03-30,V00004227,8,3,208,0,0.375,0.6933
CM00000739,2026-07-04,V00004043,12,7,371,2,0.5833,0.6092
CM00000740,2026-02-16,V00012959,10,4,24,1,0.4,0.6667
CM00000741,2026-08-21,V00009009,10,3,275,1,0.3,0.7514
CM00000742,2026-02-28,V00007118,8,3,45,1,0.375,0.3488
CM00000743,2026-05-01,V00014894,11,4,57,0,0.3636,0.5938
CM00000744,2026-08-28,V00008826,11,2,77,0,0.1818,0.4639
CM00000745,2026-04-19,V00001223,8,6,528,2,0.75,0.55
CM00000746,2026-06-26,V00013973,11,2,131,0,0.1818,0.6485
CM00000747,2026-08-06,V00001063,4,2,92,0,0.5,0.5169
CM00000748,2026-07-25,V00011342,12,3,83,0,0.25,0.5764
CM00000749,2026-02-09,V00001730,9,1,44,0,0.1111,0.2472
CM00000750,2026-08-20,V00013192,14,9,440,2,0.6429,0.6433
CM00000751,2026-08-01,V00008792,4,1,32,0,0.25,0.8
CM00000752,2026-04-08,V00014888,8,1,5,0,0.125,0.4167
CM00000753,2026-01-15,V00007442,11,5,565,0,0.4545,0.8309
CM00000754,2026-02-16,V00006938,9,2,51,0,0.2222,0.7286
CM00000755,2026-01-25,V00007765,12,6,312,2,0.5,0.9286
CM00000756,2026-05-14,V00003235,13,9,265,2,0.6923,0.7958
CM00000757,2026-08-14,V00010340,9,2,94,1,0.2222,0.7966
CM00000758,2026-02-22,V00006619,11,4,209,2,0.3636,0.6451
CM00000759,2026-01-31,V00000220,10,5,45,0,0.5,0.3913
CM00000760,2026-01-05,V00013563,7,0,0,0,0.0,0.0
CM00000761,2026-07-07,V00009743,10,1,23,0,0.1,0.7419
CM00000762,2026-02-17,V00000740,7,4,301,1,0.5714,0.5337
CM00000763,2026-02-21,V00014786,9,5,71,0,0.5556,0.7474
CM00000764,2026-03-12,V00011538,12,1,14,0,0.0833,0.2593
CM00000765,2026-06-03,V00014094,14,7,192,0,0.5,0.5079
CM00000766,2026-01-19,V00014161,8,4,403,0,0.5,0.6069
CM00000767,2026-02-21,V00000476,4,1,89,0,0.25,0.7008
CM00000768,2026-07-09,V00004685,9,2,207,0,0.2222,0.6273
CM00000769,2026-08-01,V00007348,6,2,119,0,0.3333,0.8041
CM00000770,2026-03-26,V00005030,13,4,500,0,0.3077,0.8013
CM00000771,2026-05-01,V00004549,5,1,12,0,0.2,0.1429
CM00000772,2026-07-22,V00010836,8,1,59,0,0.125,0.3598
CM00000773,2026-05-05,V00012368,8,5,32,2,0.625,0.64
CM00000774,2026-03-15,V00008163,12,3,115,1,0.25,0.4356
CM00000775,2026-07-26,V00004138,8,2,240,0,0.25,0.9677
CM00000776,2026-08-01,V00011818,14,5,402,2,0.3571,0.4647
CM00000777,2026-03-09,V00002351,8,3,38,0,0.375,0.7037
CM00000778,2026-05-17,V00008523,7,3,89,2,0.4286,0.4363
CM00000779,2026-05-11,V00004167,6,1,61,0,0.1667,0.4388
CM00000780,2026-03-08,V00006853,8,3,103,0,0.375,0.3333
CM00000781,2026-08-17,V00012630,12,8,654,1,0.6667,0.8984
CM00000782,2026-08-20,V00005492,19,11,926,3,0.5789,0.7942
CM00000783,2026-08-20,V00014717,8,1,41,0,0.125,0.6949
CM00000784,2026-05-31,V00004901,5,0,0,0,0.0,0.0
CM00000785,2026-07-14,V00012612,9,4,172,1,0.4444,0.3139
CM00000786,2026-06-05,V00005254,5,2,200,0,0.4,0.885
CM00000787,2026-03-17,V00008418,8,3,91,0,0.375,0.337
